##################################################
Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-09-16/vertex_ai/gemini-2.5-flash/merged/merged_graph_4.ttl
Number of Nodes : 397
Number of edges : 747
cumulative number of nodes : 397
degree_histogram : [0, 128, 68, 63, 42, 24, 14, 9, 8, 6, 8, 7, 4, 5, 2, 2, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.004751545683535608
Average degree connectivity : {4: 4.767857142857143, 9: 3.462962962962963, 6: 4.392857142857143, 1: 0.2734375, 5: 2.8916666666666666, 2: 0.6764705882352942, 14: 5.178571428571429, 3: 2.4232804232804233, 10: 2.4625, 11: 4.116883116883117, 22: 2.227272727272727, 7: 3.3492063492063493, 12: 3.7916666666666665, 8: 4.609375, 15: 3.066666666666667, 35: 5.4, 23: 3.0217391304347827, 16: 3.4375, 13: 4.2, 24: 2.875, 17: 7.647058823529412}
#### Subject, Object, predicate ####
OrangeCorp_extra_node_2,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Event_InterfaceUp,Action_RestartInterface,{'label': 'alarmMitigatedBy', 'color': 'white'}
Event_InterfaceUp,JohnDoe,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_InterfaceUp,Router_Core_01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_InterfaceUp,NMSApplication,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
InterfaceUpAction,NetworkInterfaceRestoreProcedure,{'label': 'hasProcedure', 'color': 'white'}
WebServer01_Eth0,UpAdminStatus,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
WebServer01_Eth0,Link_WS01_CR01,{'label': 'networkInterfaceConnects', 'color': 'white'}
WebServer01_Eth0,WebServer01,{'label': 'networkInterfaceOf', 'color': 'white'}
WebServer01_Eth0,UpState,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
WebServer01_Eth0,PhysicalInterfaceType,{'label': 'networkInterfaceType', 'color': 'white'}
WebServer01_Eth0,UpOperationalStatus,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
Link_WS01_CR01,NetworkOperationsTeam_extra_node_7,{'label': 'resourceManagedBy', 'color': 'white'}
Link_WS01_CR01,RouterCore01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
Link_WS01_CR01,WebServer01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
Link_WS01_CR01,NetworkOperationsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CiscoASR9K_extra_node_0,CiscoSystems_extra_node_0,{'label': 'productManufacturedBy', 'color': 'white'}
OrangeCorp_extra_node_3,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
NetworkOperationsTeam_extra_node_5,OrangeCorp_extra_node_5,{'label': 'org#unitOf', 'color': 'white'}
NetworkOperationsTeam_extra_node_5,PhoneContactMethod_extra_node_5,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith_extra_node_5,PhoneContactMethod_extra_node_5,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith_extra_node_5,AppSupportTeam_extra_node_5,{'label': 'org#memberOf', 'color': 'white'}
RouterCore01_Gi0_0_0_extra_node_5,RouterCore01_extra_node_5,{'label': 'networkInterfaceOf', 'color': 'white'}
RouterCore01_Gi0_0_0_extra_node_5,UpAdminStatus_extra_node_5,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
RouterCore01_Gi0_0_0_extra_node_5,Link_WS01_CR01_extra_node_5,{'label': 'networkInterfaceConnects', 'color': 'white'}
RouterCore01_Gi0_0_0_extra_node_5,PhysicalInterfaceType_extra_node_5,{'label': 'networkInterfaceType', 'color': 'white'}
RouterCore01_Gi0_0_0_extra_node_5,UpOperationalStatus_extra_node_5,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
CRM_Application,Business Critical,{'label': 'applicationType', 'color': 'white'}
CRM_Application,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
CRM_Application,Business Critical_extra_node_4,{'label': 'applicationType', 'color': 'white'}
RouterRestartProcedure,RouterReachable,{'label': 'operationPlanPostCondition', 'color': 'white'}
RouterRestartProcedure,RouterUnreachable,{'label': 'operationPlanPreCondition', 'color': 'white'}
Action_UpgradeRouterOS,RouterCore01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Action_UpgradeRouterOS,RouterOSUpgradePlan,{'label': 'usedProcedure', 'color': 'white'}
Action_UpgradeRouterOS,JohnDoe,{'label': 'logOriginatingAgent', 'color': 'white'}
CoreRouter01_Gi0_0_0,Link_EdgeSwitch05_CoreRouter01,{'label': 'networkInterfaceConnects', 'color': 'white'}
CoreRouter01_Gi0_0_0,CoreRouter01,{'label': 'networkInterfaceOf', 'color': 'white'}
CoreRouter01_Gi0_0_0,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
OP_RouterUpgrade,PreCond_BackupComplete,{'label': 'operationPlanPreCondition', 'color': 'white'}
OP_RouterUpgrade,PostCond_ServiceRestored,{'label': 'operationPlanPostCondition', 'color': 'white'}
Action_RestartInterface,TroubleTicket_20240423_001,{'label': 'isPartOf', 'color': 'white'}
Action_RestartInterface,RouterInterfaceRestartPlan,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
JaneSmith_extra_node_0,CustomerPortalAppModule,{'label': 'agentManagesResource', 'color': 'white'}
JaneSmith_extra_node_0,AppSupportTeam_extra_node_0,{'label': 'org#memberOf', 'color': 'white'}
JaneSmith_extra_node_0,mailto:jane.smith@example.com,{'label': 'mbox', 'color': 'white'}
CustomerPortalAppModule,InProductionStatus_extra_node_0,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortalAppModule,AppSupportTeam_extra_node_0,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CustomerPortalAppModule,CustomerPortalApp_extra_node_0,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortalAppModule,JaneSmith_extra_node_0,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ServerRoomA_extra_node_4,ParisDataCenter,{'label': 'bot#hasBuilding', 'color': 'white'}
ServerRoomA_extra_node_4,RackA1,{'label': 'bot#hasSpace', 'color': 'white'}
ServerRoomA_extra_node_4,RackA2,{'label': 'bot#hasSpace', 'color': 'white'}
HPProLiantDL380,HPE,{'label': 'productManufacturedBy', 'color': 'white'}
HPProLiantDL380,HPE_extra_node_8,{'label': 'productManufacturedBy', 'color': 'white'}
CustomerPortal_Prod_Module,AppSupport_Team,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
CustomerPortal_Prod_Module,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortal_Prod_Module,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
CustomerPortal_Prod_Module,JaneSmith_extra_node_3,{'label': 'applicationModuleSupportLeader', 'color': 'white'}
CustomerPortal_Prod_Module,CustomerPortal_App,{'label': 'applicationModuleOf', 'color': 'white'}
AppSupport_Team,OrangeCorp_extra_node_3,{'label': 'org#unitOf', 'color': 'white'}
AppSupport_Team,Ticketing System,{'label': 'agentPreferredContactMethod', 'color': 'white'}
MonitoringSystem,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
MonitoringSystem,Monitoring Tool,{'label': 'applicationType', 'color': 'white'}
MonitoringSystem,Critical_extra_node_1,{'label': 'applicationBusinessImportance', 'color': 'white'}
MonitoringSystem,NetworkOpsTeam,{'label': 'elementManagedBy', 'color': 'white'}
RouterFirmwareUpgradePlan,RouterOperationalAfterUpgrade,{'label': 'operationPlanPostCondition', 'color': 'white'}
RouterFirmwareUpgradePlan,RouterBackupComplete,{'label': 'operationPlanPreCondition', 'color': 'white'}
CorrectiveAction_RestartInterface,JohnDoe_extra_node_2,{'label': 'creator', 'color': 'white'}
CorrectiveAction_RestartInterface,Event_InterfaceUp,{'label': 'member', 'color': 'white'}
ServerRoomA_extra_node_0,DataCenterParis,{'label': 'bot#hasBuilding', 'color': 'white'}
ServerRoomA_extra_node_0,RackA1,{'label': 'bot#hasSpace', 'color': 'white'}
ServerRoomA_extra_node_0,RackA2,{'label': 'bot#hasSpace', 'color': 'white'}
OrangeCorp_extra_node_5,EmailContactMethod_extra_node_5,{'label': 'agentPreferredContactMethod', 'color': 'white'}
ServerRoomA_extra_node_1,MainDataCenter,{'label': 'bot#hasSpace', 'color': 'white'}
OperationPlan_RouterRestart,PostCond_RouterReachable,{'label': 'operationPlanPostCondition', 'color': 'white'}
OperationPlan_RouterRestart,PreCond_RouterUnreachable,{'label': 'operationPlanPreCondition', 'color': 'white'}
JohnDoe_extra_node_3,NOC_Team,{'label': 'org#memberOf', 'color': 'white'}
JohnDoe_extra_node_3,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Dell_PowerEdge_R740,DellTechnologies,{'label': 'productManufacturedBy', 'color': 'white'}
Event_InterfaceDown_extra_node_6,NMSApplication,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_InterfaceDown_extra_node_6,RouterCore01_extra_node_6,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_InterfaceDown_extra_node_6,MajorSeverity_extra_node_6,{'label': 'alarmSeverity', 'color': 'white'}
JaneSmith_extra_node_4,AppServer_CRM_Prod,{'label': 'agentManagesResource', 'color': 'white'}
JaneSmith_extra_node_4,ApplicationSupportTeam,{'label': 'org#memberOf', 'color': 'white'}
HPProLiantDL380_extra_node_0,HPE_extra_node_0,{'label': 'productManufacturedBy', 'color': 'white'}
FirmwareUpgradePlan,RouterReachabilityCheck,{'label': 'operationPlanPreCondition', 'color': 'white'}
FirmwareUpgradePlan,RouterFunctionalityCheck,{'label': 'operationPlanPostCondition', 'color': 'white'}
DataCenterA_Room1,DataCenterA_Rack1_U10,{'label': 'bot#hasSpace', 'color': 'white'}
DataCenterA_Room1,DataCenterA_Rack2_U5,{'label': 'bot#hasSpace', 'color': 'white'}
Event_AppErrorLog,AppLog_System,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_AppErrorLog,Major,{'label': 'alarmSeverity', 'color': 'white'}
Event_AppErrorLog,Server_App_01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
AppLog_System,Logging System,{'label': 'applicationType', 'color': 'white'}
Event_InterfaceDown_extra_node_4,Major,{'label': 'alarmSeverity', 'color': 'white'}
Event_InterfaceDown_extra_node_4,CoreRouter01_extra_node_4,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_InterfaceDown_extra_node_4,NetworkMonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
JaneSmith,PhoneContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith,AppServer_CRM_Prod,{'label': 'agentManagesResource', 'color': 'white'}
JaneSmith,ApplicationSupportTeam,{'label': 'org#memberOf', 'color': 'white'}
JaneSmith,AppSupportTeam,{'label': 'org#memberOf', 'color': 'white'}
DBUpgrade_OperationPlan,DBUpgrade_PostCondition,{'label': 'operationPlanPostCondition', 'color': 'white'}
DBUpgrade_OperationPlan,DBUpgrade_PreCondition,{'label': 'operationPlanPreCondition', 'color': 'white'}
RouterCore01_Gig0_0_0,UpState,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
RouterCore01_Gig0_0_0,PhysicalInterfaceType,{'label': 'networkInterfaceType', 'color': 'white'}
RouterCore01_Gig0_0_0,RouterCore01,{'label': 'networkInterfaceOf', 'color': 'white'}
RouterCore01_Gig0_0_0,Link_WS01_CR01,{'label': 'networkInterfaceConnects', 'color': 'white'}
Event_ConfigChange,AliceSmith,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_ConfigChange,Router01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_ConfigChange,MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
OrangeCorp_extra_node_6,EmailContactMethod_extra_node_6,{'label': 'agentPreferredContactMethod', 'color': 'white'}
WebServer_CP_02,10.0.0.11,{'label': 'resourceManagementIPAddress', 'color': 'white'}
WebServer_CP_02,HP_ProLiant_DL380,{'label': 'resourceProductModel', 'color': 'white'}
WebServer_CP_02,Server,{'label': 'resourceType', 'color': 'white'}
WebServer_CP_02,Rack_A1_L06,{'label': 'locatedAtLocus', 'color': 'white'}
WebServer_CP_02,CustomerPortalApp_extra_node_2,{'label': 'resourceForApplication', 'color': 'white'}
WebServer_CP_02,In Production,{'label': 'resourceUsageState', 'color': 'white'}
WebServer_CP_02,VirtualCenter_01,{'label': 'clusterController', 'color': 'white'}
WebServer_CP_02,AppSupportTeam_extra_node_2,{'label': 'resourceManagedBy', 'color': 'white'}
CiscoASR9K_extra_node_5,Cisco_extra_node_5,{'label': 'productManufacturedBy', 'color': 'white'}
Event_CR01_Eth0_Down,MajorSeverity_extra_node_0,{'label': 'alarmSeverity', 'color': 'white'}
Event_CR01_Eth0_Down,NMSApplication_extra_node_0,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_CR01_Eth0_Down,CR01_Eth0_0,{'label': 'logOriginatingManagedObject', 'color': 'white'}
CWA_ProdModule,AppSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CWA_ProdModule,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
CWA_ProdModule,CriticalWebApp,{'label': 'applicationModuleOf', 'color': 'white'}
DataCenterA_ServerRoom1,DataCenterA_Rack1_U10_extra_node_6,{'label': 'bot#hasSpace', 'color': 'white'}
DataCenterA_ServerRoom1,DataCenterA_Rack2_U5_extra_node_6,{'label': 'bot#hasSpace', 'color': 'white'}
DataCenterA_ServerRoom1,DataCenterA_Rack2_U5,{'label': 'bot#hasSpace', 'color': 'white'}
DataCenterA_ServerRoom1,DataCenterA_Rack1_U10,{'label': 'bot#hasSpace', 'color': 'white'}
DataCenterA_ServerRoom1,DataCenterA,{'label': 'bot#hasBuilding', 'color': 'white'}
JaneSmith_extra_node_3,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith_extra_node_3,AppSupport_Team,{'label': 'org#memberOf', 'color': 'white'}
TT_20240423_001_Note1,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TT_20240423_001_Note1,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TT_20240423_001_Note1,TT_20240423_001,{'label': 'isPartOf', 'color': 'white'}
TT_20240423_001_Note1,JohnDoe_extra_node_3,{'label': 'creator', 'color': 'white'}
HotlineTeam,OrangeCorp_extra_node_2,{'label': 'org#unitOf', 'color': 'white'}
Rack_A1_L06,ServerRoom_A1,{'label': 'bot#hasSpace', 'color': 'white'}
CR01_Eth0_0,UpState,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
CR01_Eth0_0,CoreRouter01_extra_node_0,{'label': 'networkInterfaceOf', 'color': 'white'}
CR01_Eth0_0,WANLinkParisLyon,{'label': 'networkInterfaceConnects', 'color': 'white'}
CR01_Eth0_0,PhysicalInterfaceType_extra_node_0,{'label': 'networkInterfaceType', 'color': 'white'}
InternetAccessService_extra_node_2,Customer Facing Service,{'label': 'serviceType', 'color': 'white'}
InternetAccessService_extra_node_2,CustomerPortalApp_extra_node_2,{'label': 'subSystem', 'color': 'white'}
CustomerPortalProdModule_extra_node_5,CustomerPortalApp_extra_node_5,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortalProdModule_extra_node_5,AppSupportTeam_extra_node_5,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CustomerPortalProdModule_extra_node_5,InProductionStatus_extra_node_5,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortalProdModule_extra_node_5,JaneSmith_extra_node_5,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
CiscoASR9K,Cisco,{'label': 'productManufacturedBy', 'color': 'white'}
CiscoASR9K,Cisco_extra_node_8,{'label': 'productManufacturedBy', 'color': 'white'}
JuniperEX4600,Juniper,{'label': 'productManufacturedBy', 'color': 'white'}
VPNService,Resource Facing Service,{'label': 'serviceType', 'color': 'white'}
VPNService,Router_Core_01,{'label': 'subSystem', 'color': 'white'}
JaneSmith_extra_node_2,WebServer_CP_01,{'label': 'agentManagesResource', 'color': 'white'}
JaneSmith_extra_node_2,AppSupportTeam_extra_node_2,{'label': 'org#memberOf', 'color': 'white'}
JaneSmith_extra_node_2,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Cisco_ASR9K_extra_node_2,CiscoSystems_extra_node_2,{'label': 'productManufacturedBy', 'color': 'white'}
InternetAccessService,CustomerFacingServiceType,{'label': 'serviceType', 'color': 'white'}
Action_BringUpInterface,Event_InterfaceUp,{'label': 'member', 'color': 'white'}
VirtualCenter_01,Virtualization Manager,{'label': 'resourceType', 'color': 'white'}
VirtualCenter_01,AppSupportTeam_extra_node_2,{'label': 'resourceManagedBy', 'color': 'white'}
OrangeCorp_extra_node_7,EmailContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
CiscoASR9K_extra_node_6,Cisco_extra_node_6,{'label': 'productManufacturedBy', 'color': 'white'}
HPProLiantDL380_extra_node_5,HPE_extra_node_5,{'label': 'productManufacturedBy', 'color': 'white'}
InternetAccessService_extra_node_5,CustomerFacingServiceType_extra_node_5,{'label': 'serviceType', 'color': 'white'}
#### NODES #### :451
